,31.810000,0.000700,0.000000,0.000000,0.000000
,33.200000,1.197900,0.601700,0.720776,0.844670
,33.410000,1.300200,0.649400,0.844350,0.994821
,33.500000,1.316200,0.654000,0.860795,1.019565
,33.500000,1.323200,0.655900,0.867887,1.030344
,33.500000,1.323200,0.653900,0.865240,1.030344
,33.500000,1.323200,0.652400,0.863256,1.030344
,33.530000,1.323200,0.651000,0.861403,1.030344
,33.520000,1.325600,0.650500,0.862303,1.033961
,33.590000,1.324900,0.648200,0.858800,1.032754
,33.600000,1.330200,0.648500,0.862635,1.041231
,33.580000,1.330900,0.646900,0.860959,1.042447
,33.600000,1.329600,0.644000,0.856262,1.040016
,33.510000,1.330900,0.642700,0.855369,1.042447
,33.510000,1.323900,0.636200,0.842265,1.031549
,33.520000,1.323900,0.632400,0.837234,1.031549
,33.500000,1.324900,0.629500,0.834025,1.032754
