,41.660000,0.000700,0.000000,0.000000,0.000000
,45.400000,2.101000,1.009900,2.121800,2.597101
,47.170000,2.573100,1.217900,3.133778,3.895303
,48.240000,2.827100,1.302000,3.680884,4.701124
,48.970000,2.990300,1.394100,4.168777,5.260934
,49.300000,3.106600,1.443700,4.484998,5.677836
,50.410000,3.160600,1.465000,4.630279,5.876220
,51.360000,3.347200,1.597200,5.346148,6.591888
,51.550000,3.515200,1.675700,5.890421,7.267991
,52.300000,3.549100,1.653300,5.867727,7.410730
,53.120000,3.687800,1.723800,6.357030,8.000033
,53.960000,3.844400,1.826900,7.023334,8.694064
,56.260000,4.010700,1.901600,7.626747,9.462784
,60.380000,4.498500,2.155800,9.697866,11.903273
,71.670000,5.499500,2.688600,14.785956,17.792055
