,37.000000,0.000700,0.000000,0.000000,0.000000
,39.130000,1.619100,0.749900,1.214163,1.542456
,39.700000,1.826100,0.838900,1.531915,1.961617
,39.900000,1.885400,0.876500,1.652553,2.090606
,39.900000,1.906000,0.886800,1.690241,2.137711
,39.990000,1.906000,0.889200,1.694815,2.137711
,40.000000,1.915700,0.893800,1.712253,2.159230
,40.000000,1.916700,0.895300,1.716022,2.161633
,40.060000,1.916700,0.894300,1.714105,2.161633
,40.010000,1.923000,0.898300,1.727431,2.176106
,40.100000,1.917700,0.895500,1.717300,2.164039
,40.100000,1.927400,0.900000,1.734660,2.185805
,40.100000,1.927400,0.899800,1.734275,2.185805
,40.200000,1.927400,0.900000,1.734660,2.185805
,40.130000,1.938000,0.904000,1.751952,2.210229
,40.200000,1.930700,0.901100,1.739754,2.193106
,40.120000,1.938000,0.904300,1.752533,2.210229
,40.200000,1.929700,0.900600,1.737888,2.190670
,40.300000,1.938000,0.904100,1.752146,2.210229
,40.300000,1.949000,0.909800,1.773200,2.234907
,40.390000,1.949000,0.909500,1.772616,2.234907
,40.360000,1.958700,0.914500,1.791231,2.257337
,40.390000,1.955400,0.912600,1.784498,2.249837
,40.390000,1.958700,0.913600,1.789468,2.257337
,40.400000,1.958700,0.914600,1.791427,2.257337
,40.400000,1.959700,0.914800,1.792734,2.259843
,40.400000,1.959700,0.915000,1.793126,2.259843
,40.440000,1.959700,0.914800,1.792734,2.259843
,40.400000,1.964000,0.916600,1.800202,2.269889
