,20.000000,0.000700,0.000000,0.000000,0.000000
,20.000000,0.079300,0.043000,0.003410,0.003694
,20.000000,0.079000,0.042900,0.003389,0.003694
,20.000000,0.079000,0.042900,0.003389,0.003694
,20.000000,0.079000,0.042900,0.003389,0.003694
,20.000000,0.079300,0.042900,0.003402,0.003694
,20.000000,0.079000,0.042900,0.003389,0.003694
,20.000000,0.079000,0.042900,0.003389,0.003694
,20.010000,0.079300,0.042900,0.003402,0.003694
,20.080000,0.079000,0.042900,0.003389,0.003696
,20.100000,0.079000,0.042900,0.003389,0.003712
,20.090000,0.079300,0.042900,0.003402,0.003716
,20.090000,0.079000,0.042900,0.003389,0.003714
,20.100000,0.079300,0.042900,0.003402,0.003714
,20.100000,0.079000,0.042900,0.003389,0.003716
,20.100000,0.079000,0.042900,0.003389,0.003716
,20.100000,0.079000,0.042900,0.003389,0.003716
,20.100000,0.079000,0.042900,0.003389,0.003716
