,39.900000,0.000700,0.000000,0.000000,0.000000
,43.000000,1.906000,0.890800,1.697865,2.137711
,44.010000,2.260600,1.050200,2.374082,3.006920
,44.510000,2.387900,1.105800,2.640540,3.354842
,44.720000,2.453200,1.136600,2.788307,3.540642
,44.900000,2.481200,1.152800,2.860327,3.621502
,45.450000,2.505200,1.170300,2.931836,3.692178
,45.370000,2.579800,1.209600,3.120526,3.916178
,45.330000,2.568800,1.209700,3.107477,3.882827
,45.350000,2.563500,1.212000,3.106962,3.866252
,45.420000,2.566100,1.219200,3.128589,3.874531
,45.460000,2.575800,1.225000,3.155355,3.903640
,45.500000,2.581500,1.229000,3.172664,3.920366
,45.550000,2.586800,1.232500,3.188231,3.937158
,45.560000,2.593800,1.236400,3.206974,3.958242
,45.550000,2.595100,1.236700,3.209360,3.962471
,45.540000,2.593800,1.236400,3.206974,3.958242
,45.560000,2.592500,1.235700,3.203552,3.954017
,45.530000,2.595100,1.237400,3.211177,3.962471
,45.650000,2.591100,1.234400,3.198454,3.949796
,45.700000,2.607800,1.241200,3.236801,4.000726
