,38.540000,0.000700,0.000000,0.000000,0.000000
,41.080000,1.766800,0.829200,1.465031,1.835955
,41.800000,2.035000,0.946300,1.925721,2.436412
,42.000000,2.117300,0.982100,2.079400,2.637342
,42.100000,2.140600,0.993700,2.127114,2.695839
,42.140000,2.152600,1.003600,2.160349,2.725540
,42.200000,2.157300,1.008600,2.175853,2.737505
,42.230000,2.164300,1.013200,2.192869,2.755545
,42.200000,2.167900,1.016400,2.203454,2.764606
,42.300000,2.164300,1.013700,2.193951,2.755545
,42.290000,2.176300,1.020200,2.220261,2.785858
,42.300000,2.174900,1.019000,2.216223,2.782813
,42.300000,2.176300,1.020500,2.220914,2.785858
,42.300000,2.176300,1.020000,2.219826,2.785858
,42.300000,2.176300,1.020200,2.220261,2.785858
,42.320000,2.176300,1.021700,2.223526,2.785858
,42.320000,2.178600,1.023500,2.229797,2.791958
,42.400000,2.178600,1.023400,2.229579,2.791958
,42.500000,2.188300,1.029000,2.251761,2.816482
,42.540000,2.200300,1.034400,2.275990,2.847420
,42.500000,2.204600,1.037200,2.286611,2.859883
,42.540000,2.200300,1.034400,2.275990,2.847420
,42.630000,2.204600,1.036900,2.285950,2.859883
,42.640000,2.215600,1.041900,2.308434,2.888113
,42.600000,2.216600,1.044000,2.314130,2.891265
,42.600000,2.211900,1.042000,2.304800,2.878674
,42.670000,2.211900,1.042900,2.306791,2.878674
,42.600000,2.220300,1.047200,2.325098,2.900743
,42.700000,2.211900,1.044900,2.311214,2.878674
,42.700000,2.223900,1.050400,2.335985,2.910249
,42.700000,2.223900,1.051700,2.338876,2.910249
,42.640000,2.223900,1.051900,2.339320,2.910249
,42.690000,2.216600,1.049400,2.326100,2.891265
,42.730000,2.222900,1.052700,2.340047,2.907077
,42.700000,2.227600,1.055200,2.350564,2.919784
,42.710000,2.223900,1.053700,2.343323,2.910249
,42.800000,2.225300,1.054000,2.345466,2.913424
